,GENE,MUTATION_REMARK,GENOMIC_MUTATION_ID,FUSION_ID,MUTATION_AA_SYNTAX,DISEASE,ACTIONABILITY_RANK,DEVELOPMENT_STATUS,DRUG_COMBINATION,TESTING_REQUIRED,TRIAL_STATUS,TRIAL_ID,TRIAL_NAME,COMPLETION_STATUS,TRIAL_PRIMARY_COMPLETION_DATE,PATIENT_PRESCREENING,RESULTS_AVAILABILITY,PROGRESSION_REMARK,SOURCE_TYPE,SOURCE,TREATMENT_HISTORY,PATIENT_AGE,PRIMARY_OUTCOME_MEASURE,NUMBER_OF_PATIENTS,TREATED_NUMBER,CONTROL_NUMBER,CONTROL_TREATMENT,ORR_TREAT,ORR_CON,ORR_CI,ORR_PVAL,DOR_TREAT,DOR_CON,DOR_CI,DOR_PVAL,PFS_TREAT,PFS_CON,PFS_HR,PFS_CI,PFS_PVAL,TTP_TREAT,TTP_CON,TTP_HR,TTP_CI,TTP_PVAL,DCR_TREAT,DCR_CON,DCR_PVAL,OS_TREAT,OS_CON,OS_HR,OS_CI,OS_PVAL,OBJ_RR_TREAT,CR_COUNT,PR_COUNT,SD_COUNT,RFS_TREAT,RFS_CON,RFS_HR,RFS_CI,RFS_PVAL,BLOOD_RESPONSE,RESPONSE_VALUE,TIMEPOINT,CLASSIFICATION_ID,LAST_UPDATED,COSMIC_PHENOTYPE_ID,SITE_PRIMARY_COSMIC,SITE_SUBTYPE1_COSMIC,SITE_SUBTYPE2_COSMIC,SITE_SUBTYPE3_COSMIC,HISTOLOGY_COSMIC,HIST_SUBTYPE1_COSMIC,HIST_SUBTYPE2_COSMIC,HIST_SUBTYPE3_COSMIC
143,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
144,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
145,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
146,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
147,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
148,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
149,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
150,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
151,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
152,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
153,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
154,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
155,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
156,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
157,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
158,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
159,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
160,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
161,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
162,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
163,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
164,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
165,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
166,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
167,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
168,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
169,BRAF,BRAF_V600,,,p.V600X,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Vemurafenib,,Completed,NCT01286753,,PCD,2014Nov01,Yes,Yes,,4,NCT01286753,Previously-treated,,Best overall response,22.0,22.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
170,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
171,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
172,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
173,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
174,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
175,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
176,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
177,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
178,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
179,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
180,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
181,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
182,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
183,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
184,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
185,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
186,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
187,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
188,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
189,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
190,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
191,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
192,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
193,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
194,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
195,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
196,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
197,BRAF,BRAF_V600E,56056643 + 56059110,,p.V600E,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Dabrafenib + Trametinib,,Recruiting,NCT04739566,ANAPLAST-NEO,ECD,2024Jan22,Yes,No,,4,NCT04739566,,,Overall Response Rate,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022May03,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
